GP ID	SOURCE	GO_ID	GO_NAME	REL	TARGET_ID	TARGET_NAME
A0A094L2B3	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9I9E2	
A0A094L2B3	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9PTI7	
A0A094NH30	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:F1NLX8	
A0A094NH30	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9I9E2	
A0A094NH30	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9PTI7	
A0A096NW18	AgBase	GO:0051219	phosphoprotein binding	dependent_on	GO:0001595	angiotensin receptor activity
A0A096P2G3	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
A0A096P2G4	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
A0A0A0AE17	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:F1NLX8	
A0A0A0AE17	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9I9E2	
A0A0A0AE17	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9PTI7	
A0A0A0AI80	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:F1NLX8	
A0A0A0AI80	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9I9E2	
A0A0A0AI80	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9PTI7	
A0A0C5AQN2	AgBase	GO:1901224	positive regulation of NIK/NF-kappaB signaling	dependent_on	GO:0016567	protein ubiquitination
A0M8R7	UniProt	GO:0050918	positive chemotaxis	dependent_on	GO:0071526	semaphorin-plexin signaling pathway
A0M8S8	UniProt	GO:0050918	positive chemotaxis	dependent_on	GO:0071526	semaphorin-plexin signaling pathway
A1IIE1	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:F1NLX8	
A1IIE1	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9I9E2	
A1IIE1	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9PTI7	
A1IIE2	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:F1NLX8	
A1IIE2	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9I9E2	
A1IIE2	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9PTI7	
A1X150	UniProt	GO:0050918	positive chemotaxis	dependent_on	GO:0071526	semaphorin-plexin signaling pathway
A4VAR9	UniProt	GO:0010470	regulation of gastrulation	dependent_on	GO:1904261	positive regulation of basement membrane assembly involved in embryonic body morphogenesis
A8K4I6	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
A8QJE7	AgBase	GO:0016038	absorption of visible light	dependent_on	CHEBI:16066	11-cis-retinal
A9YZQ5	AgBase	GO:0001661	conditioned taste aversion	dependent_on	GO:0050909	sensory perception of taste
B4YYE1	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
B8YLW8	AgBase	GO:0001661	conditioned taste aversion	dependent_on	GO:0050909	sensory perception of taste
C1KB84	AgBase	GO:0060126	somatotropin secreting cell differentiation	dependent_on	UniProtKB:P11501	
C8YUV0	UniProt	GO:0043066	negative regulation of apoptotic process	dependent_on	GO:0070374	positive regulation of ERK1 and ERK2 cascade
D0E2W5	AgBase	GO:0016038	absorption of visible light	dependent_on	CHEBI:16066	11-cis-retinal
D0ZRB2	AgBase	GO:0010942	positive regulation of cell death	dependent_on	GO:0016874	ligase activity
D2HPT4	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
D3ZE20	UniProt	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	dependent_on	CHEBI:29108	calcium(2+)
D3ZE20	UniProt	GO:0045944	positive regulation of transcription from RNA polymerase II promoter	dependent_on	CHEBI:29108	calcium(2+)
D3ZEG0	UniProt	GO:0044030	regulation of DNA methylation	dependent_on	GO:0016584	nucleosome positioning
D3ZTD8	UniProt	GO:0001938	positive regulation of endothelial cell proliferation	dependent_on	GO:0051897	positive regulation of protein kinase B signaling
D3ZTD8	UniProt	GO:0048842	positive regulation of axon extension involved in axon guidance	dependent_on	GO:0043395	heparan sulfate proteoglycan binding
D3ZTD8	UniProt	GO:0048843	negative regulation of axon extension involved in axon guidance	dependent_on	GO:0035373	chondroitin sulfate proteoglycan binding
D3ZTD8	UniProt	GO:0048843	negative regulation of axon extension involved in axon guidance	dependent_on	GO:1990256	signal clustering
D3ZYL0	UniProt	GO:0097527	necroptotic signaling pathway	dependent_on	GO:0004672	protein kinase activity
D4A915	UniProt	GO:0005229	intracellular calcium activated chloride channel activity	dependent_on	CHEBI:15422	ATP
D4A915	UniProt	GO:0006821	chloride transport	dependent_on	CHEBI:15422	ATP
D4A915	UniProt	GO:0015111	iodide transmembrane transporter activity	dependent_on	CHEBI:15422	ATP
D4A915	UniProt	GO:0015705	iodide transport	dependent_on	CHEBI:15422	ATP
D4ABB2	UniProt	GO:0005783	endoplasmic reticulum	dependent_on	GO:0000226	microtubule cytoskeleton organization
E1BS64	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:F1NLX8	
E1BS64	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9I9E2	
E1BS64	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9PTI7	
E1BSR3	UniProt	GO:0010470	regulation of gastrulation	dependent_on	GO:1904261	positive regulation of basement membrane assembly involved in embryonic body morphogenesis
E1BVC3	UniProt	GO:0010470	regulation of gastrulation	dependent_on	GO:1904261	positive regulation of basement membrane assembly involved in embryonic body morphogenesis
E1C3R3	UniProt	GO:0010470	regulation of gastrulation	dependent_on	GO:1904261	positive regulation of basement membrane assembly involved in embryonic body morphogenesis
E1C7W8	UniProt	GO:0010470	regulation of gastrulation	dependent_on	GO:1904261	positive regulation of basement membrane assembly involved in embryonic body morphogenesis
E2QUH6	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
E2QXL2	UniProt	GO:0003924	GTPase activity	dependent_on	GO:0070266	necroptotic process
E2QXL2	UniProt	GO:0042803	protein homodimerization activity	dependent_on	GO:0070266	necroptotic process
E3WCT6	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:F1NLX8	
E3WCT6	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9I9E2	
E3WCT6	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9PTI7	
F1LZC6	Alzheimers Project at University of Toronto 	GO:0043524	negative regulation of neuron apoptotic process	dependent_on	GO:0004707	MAP kinase activity
F1N9Z5	AgBase	GO:0060126	somatotropin secreting cell differentiation	dependent_on	UniProtKB:P11501	
F1NLX8	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q98SN3	
F1NR31	AgBase	GO:0001661	conditioned taste aversion	dependent_on	GO:0050909	sensory perception of taste
F1NSP3	AgBase	GO:0001158	enhancer sequence-specific DNA binding	dependent_on	UniProtKB:Q9DFH3	
F1NW54	AgBase	GO:0032100	positive regulation of appetite	dependent_on	UniProtKB:Q9DGD4	
F1NYR9	AgBase	GO:0090270	regulation of fibroblast growth factor production	dependent_on	UniProtKB:F1NHT7	
F1NYR9	AgBase	GO:0090270	regulation of fibroblast growth factor production	dependent_on	UniProtKB:O42486	
F1PQX4	UniProt	GO:0097527	necroptotic signaling pathway	dependent_on	GO:0004672	protein kinase activity
F1RFU0	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
F1RWY6	UniProt	GO:0097527	necroptotic signaling pathway	dependent_on	GO:0004672	protein kinase activity
F1S7T8	AgBase	GO:0051219	phosphoprotein binding	dependent_on	GO:0001595	angiotensin receptor activity
F1SAD9	UniProt	GO:0061077	chaperone-mediated protein folding	dependent_on	UniProtKB:P24368	
F1SPK2	UniProt	GO:0044030	regulation of DNA methylation	dependent_on	GO:0016584	nucleosome positioning
F2JXJ3	UniProt	GO:0031640	killing of cells of other organism	dependent_on	CHEBI:16240	hydrogen peroxide
F6PQC7	UniProt	GO:0045071	negative regulation of viral genome replication	dependent_on	GO:0006914	autophagy
F6THC2	UniProt	GO:0097527	necroptotic signaling pathway	dependent_on	GO:0004672	protein kinase activity
F6TQ78	UniProt	GO:0003924	GTPase activity	dependent_on	GO:0070266	necroptotic process
F6TQ78	UniProt	GO:0042803	protein homodimerization activity	dependent_on	GO:0070266	necroptotic process
F6UHL5	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
F6UI32	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
F6VAF0	AgBase	GO:0090270	regulation of fibroblast growth factor production	dependent_on	UniProtKB:F1NHT7	
F6VAF0	AgBase	GO:0090270	regulation of fibroblast growth factor production	dependent_on	UniProtKB:O42486	
F6WIN1	UniProt	GO:0003924	GTPase activity	dependent_on	GO:0070266	necroptotic process
F6WIN1	UniProt	GO:0042803	protein homodimerization activity	dependent_on	GO:0070266	necroptotic process
F6WYJ6	AgBase	GO:0051219	phosphoprotein binding	dependent_on	GO:0001595	angiotensin receptor activity
F7ACY5	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
F7DIC8	UniProt	GO:0097527	necroptotic signaling pathway	dependent_on	GO:0004672	protein kinase activity
F7ESQ7	UniProt	GO:0045071	negative regulation of viral genome replication	dependent_on	GO:0006914	autophagy
F7GI64	UniProt	GO:0003924	GTPase activity	dependent_on	GO:0070266	necroptotic process
F7GI64	UniProt	GO:0042803	protein homodimerization activity	dependent_on	GO:0070266	necroptotic process
F7HU78	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
F7HWR9	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
F7ISB3	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
G1K325	AgBase	GO:0060126	somatotropin secreting cell differentiation	dependent_on	UniProtKB:P11501	
G1LCQ0	UniProt	GO:0044030	regulation of DNA methylation	dependent_on	GO:0016584	nucleosome positioning
G1LQU3	UniProt	GO:0003924	GTPase activity	dependent_on	GO:0070266	necroptotic process
G1LQU3	UniProt	GO:0042803	protein homodimerization activity	dependent_on	GO:0070266	necroptotic process
G1MCK5	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
G1MCL6	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
G1MQP1	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:F1NLX8	
G1MQP1	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9I9E2	
G1MQP1	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9PTI7	
G1N862	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:F1NLX8	
G1N862	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9I9E2	
G1N862	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9PTI7	
G1S5M3	UniProt	GO:0005925	focal adhesion	dependent_on	GO:0031473	myosin III binding
G1S5M3	UniProt	GO:0006911	phagocytosis, engulfment	dependent_on	CHEBI:29108	calcium(2+)
G1S5M3	UniProt	GO:0006911	phagocytosis, engulfment	dependent_on	GO:0051014	actin filament severing
G1S5M3	UniProt	GO:1903923	positive regulation of protein processing in phagocytic vesicle	dependent_on	CHEBI:29108	calcium(2+)
G1S5M3	UniProt	GO:1903923	positive regulation of protein processing in phagocytic vesicle	dependent_on	GO:0051014	actin filament severing
G1S6G2	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
G1SCF4	UniProt	GO:0003924	GTPase activity	dependent_on	GO:0070266	necroptotic process
G1SCF4	UniProt	GO:0042803	protein homodimerization activity	dependent_on	GO:0070266	necroptotic process
G1TPA9	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
G2WLG4	UniProt	GO:0005739	mitochondrion	dependent_on	UniProtKB:P07256	
G2WLG4	UniProt	GO:0005739	mitochondrion	dependent_on	UniProtKB:P23641	
G2WLG4	UniProt	GO:0043065	positive regulation of apoptotic process	dependent_on	UniProtKB:P07256	
G2WLG4	UniProt	GO:0043065	positive regulation of apoptotic process	dependent_on	UniProtKB:P23641	
G2WLG4	UniProt	GO:2000379	positive regulation of reactive oxygen species metabolic process	dependent_on	UniProtKB:P07256	
G2WLG4	UniProt	GO:2000379	positive regulation of reactive oxygen species metabolic process	dependent_on	UniProtKB:P23641	
G3HVM0	UniProt	GO:0044030	regulation of DNA methylation	dependent_on	GO:0016584	nucleosome positioning
G3IDT6	UniProt	GO:0061077	chaperone-mediated protein folding	dependent_on	UniProtKB:P24368	
G3IEG4	UniProt	GO:0097527	necroptotic signaling pathway	dependent_on	GO:0004672	protein kinase activity
G3N3N1	AgBase	GO:0031584	activation of phospholipase D activity	dependent_on	CHEBI:15996	GTP
G3N3N1	AgBase	GO:0050432	catecholamine secretion	dependent_on	CHEBI:29108	calcium(2+)
G3N3N1	AgBase	GO:0050432	catecholamine secretion	dependent_on	CHEBI:29108	calcium(2+)
G3QEM7	UniProt	GO:0044030	regulation of DNA methylation	dependent_on	GO:0016584	nucleosome positioning
G3QRU2	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
G3RR27	AgBase	GO:0051219	phosphoprotein binding	dependent_on	GO:0001595	angiotensin receptor activity
G3RY30	UniProt	GO:0061077	chaperone-mediated protein folding	dependent_on	UniProtKB:P24368	
G3S1L6	UniProt	GO:0005925	focal adhesion	dependent_on	GO:0045159	myosin II binding
G3S1L6	UniProt	GO:0006911	phagocytosis, engulfment	dependent_on	CHEBI:29108	calcium(2+)
G3S1L6	UniProt	GO:0006911	phagocytosis, engulfment	dependent_on	GO:0051014	actin filament severing
G3S1L6	UniProt	GO:1903923	positive regulation of protein processing in phagocytic vesicle	dependent_on	CHEBI:29108	calcium(2+)
G3S1L6	UniProt	GO:1903923	positive regulation of protein processing in phagocytic vesicle	dependent_on	GO:0051014	actin filament severing
G3TIR2	UniProt	GO:0003924	GTPase activity	dependent_on	GO:0070266	necroptotic process
G3TIR2	UniProt	GO:0042803	protein homodimerization activity	dependent_on	GO:0070266	necroptotic process
G3VAC5	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
G3VK25	UniProt	GO:0003924	GTPase activity	dependent_on	GO:0070266	necroptotic process
G3VK25	UniProt	GO:0042803	protein homodimerization activity	dependent_on	GO:0070266	necroptotic process
G3X811	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
G5BKE8	UniProt	GO:0097527	necroptotic signaling pathway	dependent_on	GO:0004672	protein kinase activity
G5BWB1	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
G5E7H9	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:F1NLX8	
G5E7H9	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9I9E2	
G5E7H9	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:Q9PTI7	
G5ECU1	UniProt	GO:0010826	negative regulation of centrosome duplication	dependent_on	GO:0031647	regulation of protein stability
G5ECV4	WormBase	GO:0004930	G-protein coupled receptor activity	dependent_on	UniProtKB:O61938	
G5ECV4	WormBase	GO:0007186	G-protein coupled receptor signaling pathway	dependent_on	UniProtKB:O61938	
G5EDD8	UniProt	GO:0010826	negative regulation of centrosome duplication	dependent_on	GO:0031647	regulation of protein stability
G5EDK8	WormBase	GO:0042826	histone deacetylase binding	dependent_on	SO:0000170	
G5EDK8	WormBase	GO:0042826	histone deacetylase binding	dependent_on	WB:WBGene00018725	
G7N7U0	UniProt	GO:0044030	regulation of DNA methylation	dependent_on	GO:0016584	nucleosome positioning
G7NHX6	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
G7PT86	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
H0WWE6	UniProt	GO:0097527	necroptotic signaling pathway	dependent_on	GO:0004672	protein kinase activity
H0XIW3	AgBase	GO:0050750	low-density lipoprotein particle receptor binding	dependent_on	GO:0001595	angiotensin receptor activity
H0Z2L9	AgBase	GO:0001046	core promoter sequence-specific DNA binding	dependent_on	UniProtKB:F1NLX8	
